,artist_name,popularity,track_name,uri
30,Avicii,"[82, 82, 78, 78, 78, 77, 57, 68, 68, 67]","['Wake Me Up', 'Without You (feat. Sandro Cavazza)', 'Waiting For Love', 'Lonely Together (feat. Rita Ora)', 'The Nights', 'Hey Brother', 'Levels - Radio Edit', 'Addicted To You', 'You Make Me', 'For A Better Day']","['spotify:track:4h8VwCb1MTGoLKueQ1WgbD', 'spotify:track:6Pgkp4qUoTmJIPn7ReaGxL', 'spotify:track:2P4OICZRVAQcYAV2JReRfj', 'spotify:track:75NhhYjHO43mvZgYtnXgti', 'spotify:track:0ct6r3EGTcMLPtrXHDvVjc', 'spotify:track:4RXpgGM7A4Hg7cFBoH5KyF', 'spotify:track:4dPTHF7N8S9jM1xIHyF2W8', 'spotify:track:5GayeBzzXIEl6fY0cP42Z1', 'spotify:track:1CKtxKqyFsFITCH4SpDrWj', 'spotify:track:7kbTZWt7DnzIzbkyzFE1PW']"
31,Lil Wayne,"[80, 79, 78, 77, 75, 75, 75, 73, 72, 70]","['Uproar', 'Scared of the Dark (feat. XXXTENTACION)', 'Mona Lisa (feat. Kendrick Lamar)', 'Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)', ""Don't Cry (feat. XXXTENTACION)"", 'Genius (with Lil Wayne, Sia, Diplo & Labrinth - Lil Wayne Remix)', 'Codeine Dreaming (feat. Lil Wayne)', 'A Milli', 'Let It Fly (feat. Travis Scott)', 'Lollipop']","['spotify:track:3wScL5W8H40zzCKN0atfBk', 'spotify:track:3vWzyGTu6Ovo1GdrcJqH6e', 'spotify:track:0dbTQYW3Ad1FTzIA9t90E8', 'spotify:track:4dASQiO1Eoo3RJvt74FtXB', 'spotify:track:5BQrp63SHCVf4bzCzJePne', 'spotify:track:0yjJ3it84L5Uq6fCCO7C9t', 'spotify:track:4DTpngLjoHj5gFxEZFeD3J', 'spotify:track:6ScJMrlpiLfZUGtWp4QIVt', 'spotify:track:0CBQ0m3mufWH75LTYB3s6h', 'spotify:track:4P7VFiaZb3xrXoqGwZXC3J']"
32,6ix9ine,"[87, 86, 86, 85, 82, 82, 80, 79, 78, 77]","['KIKA (feat. Tory Lanez)', 'MALA (feat. Anuel Aa)', 'BEBE (feat. Anuel Aa)', 'FEFE (feat. Nicki Minaj, Murda Beatz)', 'TIC TOC (feat. Lil Baby)', 'MAMA (feat. Nicki Minaj, Kanye West)', 'WAKA (feat. A Boogie Wit da Hoodie)', 'STOOPID (feat. Bobby Shmurda)', 'BILLY', 'TATI (feat. DJ SpinKing)']","['spotify:track:6Gy7rXB6Ku5vIWC7WGWsl3', 'spotify:track:0LQ1J0BCzA2qnAgp9MkkNE', 'spotify:track:4KkUjFkcQvGvWekl8RATDn', 'spotify:track:4QIyEq7TcTdAcxjI2AFlAK', 'spotify:track:4m5Cd9kAbIxg6t9sMrQWtk', 'spotify:track:1oJ8EDr2pv94IvSd6ZmDgo', 'spotify:track:6o79O9qBP3OAkWOXajAQIS', 'spotify:track:6k2iq1yULhXILe0i8xQqPF', 'spotify:track:5KhFaq45chTw8RGfWo8T8J', 'spotify:track:6wJrqTE6c4NtfDqAcSRcBf']"
33,Nicky Jam,"[82, 82, 78, 75, 74, 74, 74, 74, 73, 73]","['Baby', 'X', 'X - Remix', 'Bella y Sensual', 'El Perdón', 'Que Le De', 'Tú Y Yo (feat. Nicky Jam & Justin Quiles)', 'Good Vibes', 'Jaleo', 'El Amante']","['spotify:track:2IA8cFA46DkjgbsRG7kKbp', 'spotify:track:39N9RPD9MRb5WmoLzNzPeA', 'spotify:track:6JjPBQfI2Y8nIjnm65X6Pw', 'spotify:track:0ERbK7qVqveCaBWIiYCrl3', 'spotify:track:7qCAVkHWZkF44OzOUKf8Cr', 'spotify:track:08aYFNUTIOMGq93e2VSArQ', 'spotify:track:58smOywZbVu8AjWutppiQA', 'spotify:track:4TwIbmabI2R5XUhqptk6Ev', 'spotify:track:5qEDMy4lkVZ93et8y1VP99', 'spotify:track:3umS4y3uQDkqekNjVpiRUs']"
34,Justin Bieber,"[83, 81, 80, 76, 76, 75, 71, 70, 69, 69]","['No Brainer', 'Love Yourself', 'Sorry', 'Friends (with BloodPop®)', 'What Do You Mean?', 'Mistletoe', 'Baby', 'Purpose', 'Company', 'As Long As You Love Me']","['spotify:track:5WvAo7DNuPRmk4APhdPzi8', 'spotify:track:50kpGaPAhYJ3sGmk6vplg0', 'spotify:track:09CtPGIpYB4BrO8qb1RGsF', 'spotify:track:7iNIg7XDEaYECfWD5dJ9Va', 'spotify:track:4B0JvthVoAAuygILe3n4Bs', 'spotify:track:7xapw9Oy21WpfEcib2ErSA', 'spotify:track:6epn3r7S14KUqlReYr77hA', 'spotify:track:2IjyFRCRn8x1bEquOM3vxg', 'spotify:track:61uyGDPJ06MkxJtHgPmuyO', 'spotify:track:0pwYLVXVknPSGUQb39cePC']"
35,Kodak Black,"[92, 79, 83, 80, 79, 79, 75, 75, 74, 73]","['ZEZE (feat. Travis Scott & Offset)', 'Wake Up in the Sky', 'Calling My Spirit', 'Roll In Peace (feat. XXXTENTACION)', 'MoshPit (feat. Juice WRLD)', 'Drowning (feat. Kodak Black)', 'Codeine Dreaming (feat. Lil Wayne)', 'Tunnel Vision', 'Gnarly (feat. Lil Pump)', ""Transportin'""]","['spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z', 'spotify:track:2G1tXoGBaEMJ7FKGnkf6ud', 'spotify:track:2MShy1GSSgbmGUxADNIao5', 'spotify:track:40oKW22ZNNkEdZLJTScaQI', 'spotify:track:4KX8vXbouybtUptEyYxtIk', 'spotify:track:1f5cbQtDrykjarZVrShaDI', 'spotify:track:4DTpngLjoHj5gFxEZFeD3J', 'spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4', 'spotify:track:40Rpg3LkZwwzuHJ3GdjMma', 'spotify:track:1WIZiOuNO3woKfdlSK2gNn']"
36,Jason Derulo,"[81, 80, 79, 74, 74, 64, 69, 63, 68, 68]","['Goodbye (feat. Nicki Minaj & Willy William)', '1, 2, 3 (feat. Jason Derulo & De La Ghetto)', 'Swalla (feat. Nicki Minaj & Ty Dolla $ign)', 'Tip Toe (feat. French Montana)', 'Want to Want Me', 'Whatcha Say', 'Colors - Coca-Cola® Anthem, 2018 FIFA World CupTM', 'In My Head', 'It Girl', 'Make Up (feat. Ava Max)']","['spotify:track:5Xn4IyTtW6FUGIUyWjbUHG', 'spotify:track:4QtiVmuA88tPQiCOHZuQ5b', 'spotify:track:6kex4EBAj0WHXDKZMEJaaF', 'spotify:track:2z4pcBLQXF2BXKFvd0BuB6', 'spotify:track:7oGZAicScQt96OAW4AruYy', 'spotify:track:67T6l4q3zVjC5nZZPXByU8', 'spotify:track:7wD6iRghe6SnKHkvHqpnC5', 'spotify:track:5BoIP8Eha5hwmRVURkC2Us', 'spotify:track:4fINc8dnfcz7AdhFYVA4i7', 'spotify:track:2s4fNa1Rqam7rGCSn9Gj1j']"
37,Metro Boomin,"[86, 84, 83, 80, 74, 74, 74, 74, 72, 72]","['Space Cadet (feat. Gunna)', 'Ric Flair Drip (& Metro Boomin)', '10 Freaky Girls (with 21 Savage)', ""Don't Come Out The House (with 21 Savage)"", 'Overdue (with Travis Scott)', 'Ghostface Killers', 'X (feat. Future)', 'Dreamcatcher (feat. Swae Lee & Travis Scott)', 'No Heart', 'No More (feat. Travis Scott, Kodak Black & 21 Savage)']","['spotify:track:1fewSx2d5KIZ04wsooEBOz', 'spotify:track:7sO5G9EABYOXQKNPNiE9NR', 'spotify:track:0AluA5RNsa4Cx6XRhf2hWZ', 'spotify:track:2Grb4G6t9VIqo6moKUloom', 'spotify:track:6LyAwkJsHlW7RQ8S1cYAtM', 'spotify:track:5u6vkDnOyaf8LsteDAj2ub', 'spotify:track:6fwdbPMwP1zVStm8FybmkO', 'spotify:track:22ykS8KWpd2r4zcRZ0XMK5', 'spotify:track:4gmmRb6bZJffOOiww1JGTO', 'spotify:track:42k9e2hgl98IdgkXLg4pxs']"
38,XXXTENTACION,"[91, 90, 90, 88, 87, 86, 86, 86, 84, 79]","['SAD!', 'Arms Around You (feat. Maluma & Swae Lee)', 'Moonlight', 'Jocelyn Flores', 'whoa (mind in awe)', 'changes', 'Falling Down - Bonus Track', 'Fuck Love (feat. Trippie Redd)', 'Everybody Dies In Their Nightmares', 'BAD!']","['spotify:track:3ee8Jmje8o58CHK66QrVC2', 'spotify:track:2LskIZrCeLxRvCiGP8gxlh', 'spotify:track:0JP9xo3adEtGSdUEISiszL', 'spotify:track:7m9OqQk4RVRkw9JJdeAw96', 'spotify:track:7pdF27mSDuPWhppnHAmWHa', 'spotify:track:7AFASza1mXqntmGtbxXprO', 'spotify:track:4jvjzW7Hm0yK4LvvE0Paz9', 'spotify:track:7AQim7LbvFVZJE3O8TYgf2', 'spotify:track:3GVkPk8mqxz0itaAriG1L7', 'spotify:track:22An65gG31JLf9n18qjdhZ']"
39,Rae Sremmurd,"[79, 77, 76, 75, 74, 74, 71, 70, 68, 67]","['Powerglide (feat. Juicy J) - From SR3MM', 'Guatemala - From Swaecation', 'Black Beatles', 'Swang', 'Come Get Her', 'No Type', 'Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell)', 'This Could Be Us', 'CLOSE (feat. Travis Scott) - From SR3MM', 'Perplexing Pegasus - From SR3MM']","['spotify:track:1BuZAIO8WZpavWVbbq3Lci', 'spotify:track:0TCnOEVeLQMXOUrpPlM7uY', 'spotify:track:6fujklziTHa8uoM5OQSfIo', 'spotify:track:6mapJIPnQ23RTAevUoE0DL', 'spotify:track:1Ser4X0TKttOvo8bgdytTP', 'spotify:track:4scpF6J5uMBvoh6sFB7EL1', 'spotify:track:5NkfVQS8BkceRgoSQwcW6H', 'spotify:track:4jTiyLlOJVJj3mCr7yfPQD', 'spotify:track:1oUudyBYVGMIC8JXeIsFzq', 'spotify:track:1ung2kajpw24AaHjBtPY3j']"
40,Charlie Puth,"[81, 78, 70, 77, 74, 74, 73, 53, 67, 61]","['Attention', 'See You Again (feat. Charlie Puth)', ""We Don't Talk Anymore (feat. Selena Gomez)"", 'How Long', 'The Way I Am', 'Done for Me (feat. Kehlani)', 'Patient', 'Marvin Gaye (feat. Meghan Trainor)', 'One Call Away', 'Dangerously']","['spotify:track:5cF0dROlMOK5uNZtivgu50', 'spotify:track:2JzZzZUQj3Qff7wapcbKjc', 'spotify:track:37FXw5QGFN7uwwsLy8uAc0', 'spotify:track:6wmAHw1szh5RCKSRjiXhPe', 'spotify:track:6qNALlmZa1ESnCxJmXE1K9', 'spotify:track:1lsBTdE6MGsKeZCD6llNu7', 'spotify:track:2ZrHbO88rM6Ijeg0aJmSzl', 'spotify:track:7rl1z4j7MurMDnn9rHh4M2', 'spotify:track:7soJgKhQTO8hLP2JPRkL5O', 'spotify:track:6GBMbvX7sqyOxT5wWK4hgN']"
41,A$AP Rocky,"[85, 71, 76, 74, 73, 73, 73, 67, 72, 71]","['Praise The Lord (Da Shine) (feat. Skepta)', 'PICK IT UP (feat. A$AP Rocky)', 'Sundress', 'Potato Salad', 'L$D', 'Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)', 'Everyday', ""F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)"", 'Fukk Sleep', 'A$AP Forever']","['spotify:track:7ycWLEP1GsNjVvcjawXz3z', 'spotify:track:0dSIrRkA4PadGll16TgbnV', 'spotify:track:2aPTvyE09vUCRwVvj0I8WK', 'spotify:track:1jzIJcHCXneHw7ojC6LXiF', 'spotify:track:4S7YHmlWwfwArgd8LfSPud', 'spotify:track:23dwrzeJtEEGl2U4CPWSor', 'spotify:track:2N3U8uTYhjX2KwGT0pf5x0', 'spotify:track:4X5f3vT8MRuXF68pfjNte5', 'spotify:track:1AqemxWsT0iGg5Lvkm16Bt', 'spotify:track:1YmF9PvLhIISIANoMLIYGq']"
42,Sebastian Yatra,"[86, 84, 77, 77, 76, 72, 75, 74, 73, 73]","['Ya No Tiene Novio', 'Un Año', 'Vuelve', 'Robarte un Beso', 'No Hay Nadie Más', 'Por Perro', 'A Partir De Hoy', 'Contigo Siempre', 'Ni Gucci Ni Prada - Remix', 'Suena El Dembow']","['spotify:track:7uQmJ1jgNzBpATSoWKSPFu', 'spotify:track:5BDP2tky8oMQJPS33frKVp', 'spotify:track:6WSAPEkvEfcEUgSTAo1D3S', 'spotify:track:0JcNysfWVWaMS7R6vzGB2k', 'spotify:track:3IPJg1sdqLj12kFIndaonN', 'spotify:track:2alIsNw1mqEShbWyO1HXZZ', 'spotify:track:7ojH6H4wE6XJNgzU4uvNc8', 'spotify:track:17LxkTp8UNbPcYrDrI6UOq', 'spotify:track:3EwnwCYCO2mnCoYj5NLhER', 'spotify:track:0woHVOh3KXLSDv8VU9XwZ4']"
43,Justin Timberlake,"[73, 76, 75, 74, 72, 70, 70, 70, 66, 59]","['CAN\'T STOP THE FEELING! (Original Song from DreamWorks Animation\'s ""TROLLS"")', 'Say Something', 'Cry Me a River', 'Mirrors', 'Rock Your Body', 'Love Never Felt so Good', 'My Love (feat. T.I.)', 'What Goes Around.../...Comes Around (Interlude)', 'Señorita', 'SexyBack (feat. Timbaland)']","['spotify:track:1WkMMavIMc4JZ8cfMmxHkI', 'spotify:track:1LhMopPAallLeaeNutqbgS', 'spotify:track:7Lf7oSEVdzZqTA0kEDSlS5', 'spotify:track:4rHZZAmHpZrA3iH5zx8frV', 'spotify:track:1AWQoqb9bSvzTjaLralEkT', 'spotify:track:48td6xvpokdYwvbl3JIiXP', 'spotify:track:4NeOWqHmlrGRuBvsLJC9rL', 'spotify:track:4ZrEjG3Vef85NTve8ptC9Q', 'spotify:track:0aj2QKJvz6CePykmlTApiD', 'spotify:track:4Lvc9SbPc0svm9TEoMgFzB']"
44,Michael Jackson,"[81, 80, 76, 75, 74, 73, 71, 70, 70, 70]","['Billie Jean', 'Don’t Matter To Me (with Michael Jackson)', 'Beat It - Single Version', 'Smooth Criminal - 2012 Remaster', ""Don't Stop 'Til You Get Enough - Single Version"", 'Rock with You - Single Version', 'The Way You Make Me Feel - 2012 Remaster', 'Love Never Felt so Good', 'P.Y.T. (Pretty Young Thing)', 'Remember the Time']","['spotify:track:5ChkMS8OtdzJeqyybCc9R5', 'spotify:track:6G8kHiVZ1jW7vHMPVRNZU0', 'spotify:track:1OOtq8tRnDM8kG2gqUPjAj', 'spotify:track:2bCQHF9gdG5BNDVuEIEnNk', 'spotify:track:46eu3SBuFCXWsPT39Yg3tJ', 'spotify:track:7oOOI85fVQvVnK5ynNMdW7', 'spotify:track:0sKlV58cODrjxGFOyf9IXY', 'spotify:track:48td6xvpokdYwvbl3JIiXP', 'spotify:track:5lA3pwMkBdd24StM90QrNR', 'spotify:track:4jnFqNWeJCeCRHc4HCdxfd']"
45,21 Savage,"[90, 85, 82, 81, 79, 76, 76, 75, 75, 74]","['a lot', 'monster', 'Bank Account', 'all my friends', ""can't leave without it"", '1.5', 'Bartier Cardi (feat. 21 Savage)', 'ball w/o you', 'asmr', 'Ghostface Killers']","['spotify:track:2t8yVaLvJ0RenpXUIAC52d', 'spotify:track:2FUNBaa5DwItJtYEBgAblU', 'spotify:track:2fQrGHiQOvpL9UgPvtYy6G', 'spotify:track:4paAidoE8VAemwU4jgCc6l', 'spotify:track:0hPLZrnDgtKxrym1BHjDhd', 'spotify:track:2wOXxtHZgRkkrkEbKLzzqs', 'spotify:track:0dIoGTQXDh1wVnhIiSyYEa', 'spotify:track:50a8bKqlwDEqeiEknrzkTO', 'spotify:track:2QgfDF0fQ4sskDthP8MG5w', 'spotify:track:5u6vkDnOyaf8LsteDAj2ub']"
46,Wiz Khalifa,"[78, 78, 77, 60, 74, 72, 70, 67, 67, 67]","['See You Again (feat. Charlie Puth)', 'Hopeless Romantic (feat. Swae Lee)', 'Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)', 'Young, Wild & Free (feat. Bruno Mars)', 'Fr Fr (feat. Lil Skies)', 'Black and Yellow', 'Alright (feat. Trippie Redd & Preme)', 'So High (feat. Ghost Loft)', 'We Dem Boyz', 'Real Rich (feat. Gucci Mane)']","['spotify:track:2JzZzZUQj3Qff7wapcbKjc', 'spotify:track:7IBSffWIu7P2MC7kMwy2FM', 'spotify:track:4dASQiO1Eoo3RJvt74FtXB', 'spotify:track:6YbhspuOar1D9WSSnfe7ds', 'spotify:track:1RagpNpkD3KcjXMLGMe99V', 'spotify:track:5A6OHHy73AR5tLxgTc98zz', 'spotify:track:3k9vMJ09zyVP3N2pi8Yzj0', 'spotify:track:0odHj0qIf86vHBsXB30IkZ', 'spotify:track:1ULa3GfdMKs0MfRpm6xVlu', 'spotify:track:5t8djD6oZcfAyqF4cTQfFb']"
47,Zedd,"[86, 83, 82, 80, 71, 69, 67, 66, 62, 62]","['The Middle', 'Happy Now', 'Lost In Japan - Remix', 'Stay (with Alessia Cara)', 'Clarity', 'Beautiful Now', 'Get Low (with Liam Payne)', 'I Want You To Know', 'Happy Now - Acoustic', 'Spectrum']","['spotify:track:09IStsImFySgyp0pIQdqAc', 'spotify:track:4keoy2fqgwGnbWlm3ZVZFa', 'spotify:track:575NJxNUVDqwJGdzBrlLbv', 'spotify:track:6uBhi9gBXWjanegOb2Phh0', 'spotify:track:60wwxj6Dd9NJlirf84wr2c', 'spotify:track:2ISSQPb9LHHiV6ng2NXosL', 'spotify:track:2syQ0f4SAQdzvlAewPl1DJ', 'spotify:track:1JDIArrcepzWDTAWXdGYmP', 'spotify:track:6cWpGXt8X3WqHYnnDeNiKV', 'spotify:track:1dFkD1JfRMzwO6hwUsE8aS']"
48,Ty Dolla $ign,"[88, 82, 79, 79, 76, 58, 69, 69, 69, 68]","['Nights Like This (feat. Ty Dolla $ign)', 'OTW', 'Scared of the Dark (feat. XXXTENTACION)', 'Swalla (feat. Nicki Minaj & Ty Dolla $ign)', 'Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix', 'The Light', 'Love U Better (feat. Lil Wayne & The-Dream)', 'Movin’ Up', 'Clout (feat. 21 Savage)', 'Bad Bitch (feat. Ty Dolla $ign)']","['spotify:track:7e4KQkp5ZR1gXCAalRjX6B', 'spotify:track:6Hgh47WXVKtXN5zGOu0hjI', 'spotify:track:3vWzyGTu6Ovo1GdrcJqH6e', 'spotify:track:6kex4EBAj0WHXDKZMEJaaF', 'spotify:track:7t2bFihaDvhIrd2gn2CWJO', 'spotify:track:0YIfZYYfVytcD1q0Mx57Ey', 'spotify:track:270aLuFCbX32hhBr8MQyPM', 'spotify:track:7jTL6K5hqWDVUH4j2thZrp', 'spotify:track:1u0CD4fcBUB1xrG9fNgejh', 'spotify:track:4ZJPwET9Jrgpkqi4Vo3Yg8']"
49,Luis Fonsi,"[69, 80, 69, 68, 58, 65, 69, 68, 67, 66]","['Imposible', 'Despacito - Remix', 'Échame La Culpa', 'Baby (feat. MARINA & Luis Fonsi)', 'Calypso', 'Sola', 'Despacito', 'Sigamos Bailando', 'Apaga La Luz', 'El Ultimo Adiós - Varios Artistas Version']","['spotify:track:4cuGZb0iFyHtwaSKdKrJkF', 'spotify:track:6rPO02ozF3bM7NnOV4h6s2', 'spotify:track:0mlAOSILGRys2IbvyOT5VJ', 'spotify:track:5XWCc9wQes7X5uyYH9h5JR', 'spotify:track:2u7tDWQ6LX0Kw1LiK1jaok', 'spotify:track:0mtdxzBRDbueLFpiwpbHKO', 'spotify:track:6habFhsOp2NvshLv26DqMb', 'spotify:track:07XhZyYKgZMT4SBAddwVhl', 'spotify:track:4v4pC1y5UI5oHdcluJIJs8', 'spotify:track:0tzixmHNQfE6S6SirSToxW']"
